m.03cfqmy	people.ethnicity.languages_spoken	m.02h40lc
m.04jk76b	computer.software.languages_used	m.0jgqg
m.05wrv4t	common.topic.notable_types	m.01xryvt
m.027g1gh	people.person.nationality	m.0chghy
m.0hqgp	music.artist.track	m.024pfmw
m.012b49ds	music.track_contribution.role	m.026t6
g.122h5g7k	people.person.place_of_birth	m.07dfk
m.06sfky7	baseball.batting_statistics.team	m.02d02
m.039bpc	music.artist.track_contributions	m.0qjl2mg
m.0swprl9	people.person.profession	m.0d8qb
m.0j_6f3h	music.artist.origin	m.059s8
m.0bj5l4r	fictional_universe.fictional_character.occupation	m.09jwl
m.07q_lw	location.location.time_zones	m.02llzg
m.0hvr1_w	location.mailing_address.country	m.09c7w0
m.0g42f_c	people.person.profession	m.05hj__k
m.0b2lw	location.location.people_born_here	m.0b1x56
m.0162lw	music.artist.genre	m.0gywn
m.0k6nt	location.location.people_born_here	m.0gc3phm
m.010spxym	people.person.profession	m.0dxtg
g.122043x1	people.person.nationality	m.01zv_
m.0krnnsz	music.group_membership.role	m.03qjg
m.01ly5m	location.location.people_born_here	m.0qsdm81
m.05zjq6	music.artist.origin	m.04jpl
m.0n9q93k	award.award_honor.award_winner	m.03zqc1
m.0gkrh_k	film.film.country	m.03_3d
m.07cmcj	people.person.place_of_birth	m.09tlh
m.0z3sgqj	people.person.nationality	m.015fr
m.066n4bf	visual_art.artwork.art_form	m.05qdh
m.0n3hfw8	people.person.profession	m.0cbd2
m.07sg9gb	education.education.degree	m.07s6fsf
m.0c4yqd4	film.film.starring	m.0dgld60
m.03gt86h	people.person.profession	m.080ntlp
m.0ztcg5g	people.person.place_of_birth	m.07ypt
m.0chghy	location.location.people_born_here	m.0gt6xt
m.02wp5xk	education.education.major_field_of_study	m.03g3w
m.0fq6fg	people.person.profession	m.0dxtg
m.0h15rvx	people.person.profession	m.01d_h8
m.02tbj9f	film.performance.actor	m.01j5ws
m.05tbn	location.location.contains	m.04bl_0q
m.0s9nzqg	people.person.profession	m.02hrh1q
m.06t0sc8	baseball.batting_statistics.season	m.02h7s8p
m.0f8kr_	location.location.containedby	m.05b4w
m.07z1m	location.location.contains	m.04c0qtr
m.0dkffss	people.person.nationality	m.0345h
m.01313v89	location.mailing_address.country	m.0f8l9c
m.01s2pp	government.politician.party	m.03lcysj
m.09tf5gv	film.film.country	m.09c7w0
m.04c2v2y	location.location.containedby	m.09c7w0
m.04bbddz	location.location.containedby	m.059_c
m.0dh_0_	people.person.profession	m.01d_h8
m.011vs3hf	people.person.profession	m.02hrh1q
m.0dhwp10	location.mailing_address.citytown	m.0y1rf
m.028_jb	people.deceased_person.place_of_burial	m.0pwzt
m.0sgl2x_	award.award_honor.award	m.0sgkrty
m.06r95nx	baseball.batting_statistics.season	m.02h7s8c
m.055vr	location.location.contains	m.0502gk
m.0_r3ppy	sports.sports_team_roster.team	m.0jmj7
m.04grfrq	people.person.place_of_birth	m.0chgzm
m.02bdq4	location.location.containedby	m.031y2
m.01szvps	people.person.place_of_birth	m.0dhdp
m.0rtczft	music.track_contribution.role	m.01vj9c
m.04q2ny0	film.film.country	m.082fr
m.0qd2l	location.location.containedby	m.0hjy
m.05pc8gk	film.film.genre	m.02822
m.0133c2gn	music.track_contribution.role	m.0l14md
m.05r4w	location.location.contains	m.05jl01
m.0j8b041	people.person.profession	m.05hj__k
m.03g3w	book.book_subject.works	m.04wg16r
m.05xypj1	people.person.place_of_birth	m.0d9jr
m.0280sds	film.film.genre	m.02822
m.0f50cc	people.person.nationality	m.01ls2
m.04b19hx	location.location.containedby	m.09c7w0
m.09179b4	people.person.nationality	m.07ssc
m.0wlpf37	location.mailing_address.country	m.0d060g
m.0gg7btm	people.person.profession	m.02hrh1q
m.080q4bn	people.person.nationality	m.0345h
m.05mcyl	people.person.nationality	m.07ssc
m.0kszxq	people.person.profession	m.0fj9f
m.02q0_pv	people.deceased_person.place_of_death	m.04jpl
m.06kds1	people.person.place_of_birth	m.02jx1
m.02q6vn7	film.film.country	m.09c7w0
m.02w5q6	tv.tv_personality.tv_regular_appearances	m.07bv_g_
m.04k15	music.composer.compositions	m.0g51gpy
m.0104qql0	people.person.place_of_birth	m.0jgd
m.02pt7h_	music.artist.genre	m.064t9
m.04j30vb	film.film.genre	m.02kdv5l
m.0t7rw	location.location.time_zones	m.02fqwt
m.081mh	location.location.contains	m.09r0q6
m.03cdrrs	american_football.football_player.position_s	m.02g_7z
m.0bwnn6m	people.person.profession	m.0dgd_
m.0chghy	location.location.people_born_here	m.01q7k0v
m.0pkvj3y	base.schemastaging.athlete_salary.team	m.01_1kk
m.04b5xy8	location.location.containedby	m.05fkf
m.0kj_gjd	people.person.profession	m.0dgd_
m.02qhrpj	people.person.place_of_birth	m.02cft
m.04b6305	location.location.containedby	m.05fkf
m.03tmr	media_common.netflix_genre.titles	m.0c_vxv
m.06r65my	baseball.batting_statistics.team	m.01ypc
m.04p68r1	people.person.profession	m.02hrh1q
m.0ch9vk6	film.film.genre	m.02822
m.05qvjy	music.artist.genre	m.064t9
m.0gjckp8	people.person.place_of_birth	m.0f2nf
m.03_f0	music.composer.compositions	m.0_j8jyt
m.0q2w9h2	people.person.profession	m.0dgd_
m.08jjy4	people.person.place_of_birth	m.06c62
m.09c7w0	location.location.contains	m.0491g6v
m.0gb8fq	location.location.containedby	m.03rjj
m.03hngsk	location.location.containedby	m.05tbn
m.06zgq5q	people.person.profession	m.02hrh1q
m.059j2	location.location.people_born_here	m.0gy1m92
m.01rcq17	music.artist.label	m.03rhqg
m.0chghy	location.location.contains	m.0341bv
m.05q8sff	people.person.profession	m.02jknp
m.03f0413	people.person.profession	m.09l65
m.0hn1m8l	people.deceased_person.place_of_death	m.06c62
m.0f81wb	location.location.containedby	m.09c7w0
m.04404tl	location.religion_percentage.religion	m.0c8wxp
m.0495kvz	location.location.containedby	m.04ly1
m.057_2_	people.person.profession	m.0cbd2
m.0f2b9g	music.artist.genre	m.0dl5d
m.04b6xvs	location.location.containedby	m.09c7w0
m.0rf22q3	music.track_contribution.role	m.0290ngj
m.06ft9b	people.person.place_of_birth	m.0hzlz
m.0fm4c0	people.person.profession	m.09l65
m.05l64	location.location.people_born_here	m.0cjc58l
m.0by0_ws	film.film.country	m.09c7w0
g.11b824ck18	music.track_contribution.role	m.0290ngj
m.02z0_gw	people.person.profession	m.016z4k
m.0lbd9	time.event.locations	m.06c62
m.0rt9rck	music.track_contribution.role	m.05148p4
m.0bjq9l	people.person.nationality	m.0345h
m.03f11nv	people.person.nationality	m.02kmm
m.010lvmxp	people.person.profession	m.03sbb
m.01c3ty	common.topic.notable_types	m.01y2hnl
m.02vc598	film.performance.actor	m.03knl
m.06_9hhp	location.location.containedby	m.0107qn
m.07fwvk0	olympics.olympic_medal_honor.olympics	m.0jdk_
m.0znmdtg	people.person.place_of_birth	m.0dyl9
m.05r4w	location.location.people_born_here	m.0cktj6
m.01pf2b3	people.person.profession	m.039v1
m.0b_lk_j	people.person.profession	m.0dxtg
m.0fqxc	location.location.contains	m.0vhd_
m.05kr_	location.location.people_born_here	m.03w9s1n
m.01cx_	location.location.people_born_here	m.0k06s7g
m.0dqjm7	people.deceased_person.place_of_death	m.0h7h6
m.0dyl9	location.location.people_born_here	m.02twkx
m.06pt6q9	baseball.batting_statistics.team	m.06x68
m.01wx6cp	people.person.profession	m.09jwl
m.05kw95	people.person.nationality	m.09c7w0
m.0lqwb_8	award.award_nomination.award_nominee	m.09889g
m.07jnl9d	people.person.profession	m.02jknp
m.03y0kty	people.person.ethnicity	m.041rx
m.05jbn	location.location.people_born_here	m.0cntkb
m.0f2zw0	people.person.nationality	m.0hzlz
m.03rt9	location.location.contains	m.0g4b91
m.0hg3q	influence.influence_node.influenced_by	m.0113sg
m.0fwk9t	people.person.nationality	m.06q1r
m.065m3hy	base.popstra.dated.participant	m.01q7cb_
m.03x464	location.location.containedby	m.09c7w0
m.0g8qjwj	people.person.nationality	m.0k6nt
m.09c7w0	location.location.contains	m.0clw3l0
m.03h4tcv	location.location.containedby	m.03rk0
m.012vf6wd	music.track_contribution.role	m.0290ngj
m.06gxvp	people.person.profession	m.03hz6vv
m.0ggrfy	people.person.profession	m.0fj9f
m.0415h8f	people.person.profession	m.02h664g
m.0w8b35f	people.person.profession	m.0hpcdn2
m.0gbbxn	location.location.containedby	m.03rjj
m.0gyqhxy	film.film.featured_film_locations	m.06mxs
m.0p782xp	music.group_member.instruments_played	m.01vj9c
m.0h96m33	people.person.nationality	m.0d060g
m.026szgd	music.group_member.instruments_played	m.02hnl
m.03rk0	location.location.contains	m.0kw7b3
m.0j0k	location.location.contains	m.0c1nm8
m.0gm3qny	people.person.profession	m.02jknp
m.0pww0k3	base.schemastaging.phone_sandbox.service_location	m.09c7w0
m.0gpdr0	people.person.profession	m.02hrh1q
m.0jjksx4	people.person.profession	m.02hrh1q
m.0z5vvxx	film.film.genre	m.02822
m.04rrx	location.location.contains	m.04zxww2
m.02vnr69	soccer.football_player.position_s	m.02nzb8
m.05vw13x	people.person.nationality	m.09c7w0
m.0k8l3c8	olympics.olympic_athlete_affiliation.country	m.0d05w3
m.0pqz3	location.location.people_born_here	m.0b2b2n
m.0hndy70	people.person.profession	m.02y_93f
m.0cc9wd3	people.person.place_of_birth	m.05l64
m.01lwx	influence.influence_node.influenced	m.05yn00g
m.010mrr0t	music.track_contribution.role	m.0342h
m.0h25st	people.deceased_person.place_of_death	m.05r4w
g.11b8c522jf	music.track_contribution.role	m.018vs
m.04b1gy5	location.location.containedby	m.09c7w0
m.03gv1db	people.person.nationality	m.02jx1
m.0cs4qff	film.film.country	m.09c7w0
m.0hlsf9p	people.person.profession	m.0dgd_
m.0g578tp	people.deceased_person.cause_of_death	m.04p3w
m.02r6sjt	people.person.profession	m.03jgz
m.0fbvm9	people.person.place_of_birth	m.0156q
m.013385n1	music.track_contribution.role	m.07gql
m.0tjw5sk	people.person.nationality	m.09c7w0
m.0gffmtr	people.person.profession	m.0cbd2
m.05fjf	location.location.contains	m.0xlng
m.0nkjztw	music.track_contribution.role	m.05148p4
m.0gk9r60	architecture.architect.structures_designed	m.053llq
m.02fqwt	time.time_zone.locations_in_this_time_zone	m.04b3c_w
m.04n3l	location.location.contains	m.0ll4_ht
m.011dxfzm	people.person.profession	m.0dxtg
m.02w7926	film.film.country	m.09c7w0
m.07gb3g	people.person.profession	m.02hrh1q
m.0n5wxgj	people.person.place_of_birth	m.02m77
m.0gcbdw2	people.person.place_of_birth	m.07ssc
m.0gnp5t	location.location.time_zones	m.02llzg
m.03gq31d	people.person.nationality	m.0h7x
m.026r5w6	location.location.containedby	m.0chghy
m.01279m5g	music.track_contribution.role	m.0342h
m.0bc81c	people.person.nationality	m.09c7w0
m.0gkt_tb	film.film.country	m.06qd3
m.0px4w8l	people.person.profession	m.02hrh1q
m.0wj0gbw	location.location.containedby	m.03h64
m.0807118	music.artist.track_contributions	m.0127bjr7
m.04c83xm	location.location.containedby	m.09c7w0
g.120v5pjv	people.deceased_person.place_of_death	m.04swd
m.0tykp	location.location.containedby	m.09c7w0
m.047f5m6	people.person.profession	m.02h664g
m.02qq6jw	people.person.nationality	m.0d060g
m.0kvcj3	film.film.country	m.0d060g
m.06rr066	baseball.batting_statistics.season	m.0285r5d
m.0c11ny	people.person.nationality	m.0f8l9c
m.0_00bd0	education.education.institution	m.08815
m.05563d	music.artist.genre	m.016clz
m.03mg1gq	location.location.containedby	m.04rrx
m.03rjj	location.location.contains	m.0gk9md
m.01mvhpl	music.artist.genre	m.01243b
m.0b6v7kj	location.mailing_address.state_province_region	m.03v0t
m.03h3mnf	people.person.nationality	m.09c7w0
m.0j_4z7x	people.person.profession	m.02jknp
m.01fv69	people.person.profession	m.02hv44_
m.0127cw6r	music.track_contribution.role	m.05r5c
m.047cqst	film.film.country	m.09c7w0
m.01n8gr	people.person.profession	m.0n1h
m.0bs3xl0	location.location.containedby	m.0164b
m.09blyk	media_common.netflix_genre.titles	m.029xhb
m.05vz3zq	location.location.people_born_here	m.05zvjyn
m.0kd_441	people.person.profession	m.01d_h8
m.0fqxc	location.location.contains	m.0chtsr
m.05lzw0	people.person.profession	m.02h664g
m.010xy9	location.location.containedby	m.081mh
m.04jpl	location.location.people_born_here	m.065sv5
m.0gyh	location.location.adjoin_s	m.02th9ch
m.0k8jgpp	people.person.nationality	m.0chghy
m.0dtx8b9	music.track_contribution.role	m.05148p4
m.06zppjf	film.film.country	m.03rk0
m.045whk	people.person.place_of_birth	m.01cx_
m.02t75xf	location.mailing_address.state_province_region	m.0j5g9
m.02hwtpk	language.human_language.main_country	m.05cgv
m.059_z6	people.person.profession	m.03jgz
m.09ngx0	common.topic.notable_types	m.01xryvt
m.0146pg	music.artist.album	m.02863w3
m.012z1b_f	music.track_contribution.role	m.0342h
m.0w1jml8	people.person.profession	m.02hrh1q
m.0466ksj	people.person.nationality	m.07ssc
m.0jwkyp8	people.person.profession	m.02jknp
m.0bq_751	people.person.nationality	m.09c7w0
m.0crt6n9	film.film.genre	m.02822
m.048yqtr	location.location.containedby	m.09c7w0
m.05g2v	location.location.people_born_here	m.02ww4ct
m.079x75	people.person.profession	m.02h664x
m.07kh0f	music.artist.origin	m.05qhw
m.02rd6ny	people.person.profession	m.02h6nn_
m.01lfy	location.location.people_born_here	m.04n2_p1
m.046gc0	people.person.nationality	m.07ssc
m.095l0	location.location.people_born_here	m.027nkns
m.05pb43w	music.artist.genre	m.01243b
m.08c351	people.person.nationality	m.059j2
m.02vlz3f	people.person.nationality	m.09c7w0
m.0_rh5g_	education.education.degree	m.04zx3q1
m.082db	music.artist.track	m.01bfcv4
m.0ksk_	people.person.profession	m.02jknp
m.026242q	location.location.containedby	m.0dzt9
m.02pz0_q	people.person.nationality	m.09c7w0
m.01zkft	people.person.nationality	m.05qhw
m.02q3tp9	people.person.nationality	m.02jx1
m.0_syvg3	people.person.ethnicity	m.041rx
m.080gw10	people.person.place_of_birth	m.0156q
m.04p85vn	people.person.profession	m.01d_h8
m.06tw8	location.country.languages_spoken	m.02hwskf
m.0h_j5v9	people.person.nationality	m.09c7w0
m.04n42hc	location.location.containedby	m.0847q
m.0wk83ty	location.mailing_address.state_province_region	m.050l8
m.03d40nh	people.person.nationality	m.05qhw
m.0gqdq1	people.person.profession	m.0jgxn
m.04gr_kx	basketball.basketball_player.position_s	m.03558l
m.0w8jm	location.location.containedby	m.04ykg
m.0gyl8v7	people.person.nationality	m.03_3d
m.0b75yqy	people.person.nationality	m.0f8l9c
m.04n32	music.artist.track_contributions	m.010n2f9s
m.09y4fj	people.person.profession	m.05t4q
m.0243bz	location.location.containedby	m.017v_
m.0ffgh	people.person.places_lived	m.0h3357v
m.0yb7j	location.location.containedby	m.059rby
m.0286z9n	people.person.nationality	m.09c7w0
m.03g_gxw	people.person.place_of_birth	m.0fhp9
m.04v5qh1	common.topic.notable_types	m.01xryw5
m.02qqz5x	people.person.profession	m.01d_h8
m.05885k	people.person.place_of_birth	m.04jpl
m.0zg0g	location.location.time_zones	m.02lcqs
m.0qm5g7v	film.film.country	m.0jhd
m.09tkhfx	people.person.place_of_birth	m.04jpl
m.03c_tkr	people.person.nationality	m.09c7w0
m.0krwd6	people.person.nationality	m.09c7w0
m.0g4mdmw	film.film.genre	m.02kdv5l
m.011_rtvw	music.track_contribution.role	m.0290ngj
m.0fhp9	location.location.people_born_here	m.0cgkbbc
m.0hk0f4q	people.person.profession	m.05hj__k
m.03036k	people.person.place_of_birth	m.0ctw_b
m.0n6lxtb	people.person.profession	m.01c72t
m.0chgr2	location.location.people_born_here	m.03c9g2d
m.011cnx5r	people.person.profession	m.09jwl
m.026qgbt	people.person.place_of_birth	m.0d0vqn
m.0j_7fzd	people.person.profession	m.02hrh1q
m.059rby	location.location.partially_contains	m.0680hs
m.07crh7	people.deceased_person.place_of_death	m.0rh6k
m.0pdgmgm	people.person.profession	m.0dxtg
m.0chghy	location.location.contains	m.0wfc_83
m.0glz269	people.person.profession	m.0dxtg
m.0kdz1s8	people.person.profession	m.02hrh1q
m.06rkk58	baseball.batting_statistics.team	m.07147
m.0qdbw9r	people.person.profession	m.03gjzk
m.0jvt4d	film.performance.film	m.05vxdh
m.05h28r0	location.location.containedby	m.0d05w3
m.02rbl1	symbols.namesake.named_after	m.011_7j
m.0b4r63	people.person.profession	m.02hv44_
m.0jl9rrt	location.mailing_address.state_province_region	m.015jr
m.0ysvp3k	people.person.nationality	m.07ssc
m.05zrwhq	military.military_person.participated_in_conflicts	m.0kbq
m.09v4gx0	people.person.profession	m.02hrh1q
m.073hzz	people.deceased_person.cause_of_death	m.04psf
m.0w1cp8p	location.mailing_address.country	m.03rjj
m.01svmd	people.person.nationality	m.09c7w0
m.0ch1941	people.person.place_of_birth	m.0cr3d
m.04x94m	people.person.profession	m.02hrh1q
m.011q_y_z	film.film.country	m.03shp
m.04gp5lx	sports.sports_championship_event.champion	m.0k_l4
m.0wfg0xv	people.person.nationality	m.09c7w0
m.016mkf	location.location.containedby	m.012wgb
m.02xry	location.location.contains	m.0rmrj
m.047l4rs	location.adjoining_relationship.adjoins	m.01z215
m.0h7912	people.person.profession	m.0np9r
m.0d0x8	location.location.contains	m.048w9q7
m.06c62	location.location.people_born_here	m.0c1p3jj
m.0f8l9c	location.location.people_born_here	m.0dgsqxp
m.0281273	people.person.nationality	m.09c7w0
m.01twmz4	people.person.nationality	m.09c7w0
m.09c7w0	location.location.contains	m.05l8tv
m.0mzvm	location.location.people_born_here	m.0fsdtkx
m.05xjtv6	people.person.place_of_birth	m.0hzlz
m.03jy7_	common.topic.notable_types	m.01xryvt
m.02qzm24	people.person.nationality	m.09c7w0
m.06jpzm	people.person.profession	m.0c5lg
m.03cg1gh	people.person.profession	m.09j9h
m.0884wq	location.location.containedby	m.0vmt
m.08qs64	people.person.nationality	m.07ssc
m.02857td	people.person.place_of_birth	m.017cjb
m.0gc4y1h	people.person.place_of_birth	m.06c62
m.05fkf	location.location.contains	m.04b6hxj
m.01w62jl	music.group_membership.role	m.0342h
m.0q34g	location.location.people_born_here	m.0gx_p0m
m.0345h	sports.sports_team_location.teams	m.0dt889
m.05h693	location.location.containedby	m.07dfk
m.07flqt	people.person.place_of_birth	m.0fthl
m.02rd6_y	people.deceased_person.place_of_burial	m.0dclg
m.09rgyr	common.topic.notable_types	m.01xryvt
m.082db	music.composer.compositions	m.0_j8zvf
m.0h_gjkg	sports.sports_team_roster.position	m.02g_6x
m.01wt4wc	music.composer.compositions	m.09_j5t
m.04b03mn	location.location.containedby	m.09c7w0
m.04b2krr	location.location.containedby	m.09c7w0
m.07yrqr3	government.government_position_held.office_position_or_title	m.02_bcst
m.06pbgvb	baseball.batting_statistics.season	m.026fmqm
m.06s3j3_	baseball.batting_statistics.team	m.01slc
m.0kbq	time.event.includes_event	m.01mwkx
m.01n7q	location.location.contains	m.02hyt
m.0wkf881	location.location.containedby	m.0j0k
m.09c7w0	location.location.contains	m.011bmv
m.015fr	location.location.contains	m.0cv372x
m.0gc62q1	people.person.place_of_birth	m.01n7q
m.0vbk	location.location.contains	m.0486k04
m.0f4zpv	location.location.containedby	m.03rk0
m.04gmnv4	people.person.profession	m.02h664g
m.06kh1r	people.person.nationality	m.09c7w0
m.0393s7	music.artist.genre	m.0ggq0m
m.02vvdqf	people.deceased_person.place_of_death	m.09tlh
m.02pr80	people.person.nationality	m.0chghy
m.02pkjxq	soccer.football_player.position_s	m.02sdk9v
m.01n5gn6	music.artist.genre	m.064t9
m.0w1txhh	people.person.profession	m.02jknp
m.03m9fcn	location.location.time_zones	m.02lcqs
m.010nytht	people.person.profession	m.01d_h8
m.0113t0vx	base.schemastaging.phone_sandbox.service_location	m.03rjj
m.0cz9brt	people.person.profession	m.02h6p92
m.013yq	location.location.people_born_here	m.04ct3q7
m.0v5fghj	music.track_contribution.role	m.026t6
m.0zfp0_z	film.performance.special_performance_type	m.021y7s_
m.0gx0pvh	people.person.place_of_birth	m.0ftlx
